iso3_i,country_i,iso3_j,country_j,col,cor,cnl,cal,csl,lpn,lpa,lps,bpn,bpa,bps
DNK,Denmark,MTQ,Martinique,0.0,0.0,1.6209275765424618e-06,0.0559367370959562,0.0575519177474545,0.0024457586774239,0.1595332440791551,0.2515736993746667,0.0096561366051848,0.5842615907141063,0.9463433972249324
DNK,Denmark,MUS,Mauritius,0.0,0.0,2.2470616852731434e-05,0.1923547705020407,0.2002962316111095,0.0170442000496953,0.2058565959055016,0.3920747116190713,0.0634013623255761,0.6515691898598986,1.2636823512296176
DNK,Denmark,MWI,Malawi,0.0,0.0,0.0,0.0354859868114581,0.0356536200006902,0.000174913181038,0.0134252558297817,0.0287340851156019,0.000679938726247,0.0229560020145931,0.0554229225368103
DNK,Denmark,MYS,Malaysia,0.0,0.0,0.0001611017581989,0.2692896368370834,0.2853414233001384,0.0075219546692943,0.1018791526372185,0.2296092508186464,0.0181884657529916,0.1742043550482604,0.4435627207661959
DNK,Denmark,MYT,Mayotte,0.0,0.0,0.0,0.045960927180279,0.048385637511837,0.0036752629888615,0.1310819363914202,0.2115115733208531,0.0145103610621988,0.4800638331653116,0.7956419186361207
DNK,Denmark,NAM,Namibia,1.0,0.0,9.51483641708556e-05,0.0962838175061358,0.1149079891067022,0.0300510789343848,0.0364266291693067,0.1734020856320662,0.0640446174079687,0.0622863193966438,0.3106121374514178
DNK,Denmark,NCL,New Caledonia,0.0,0.0,3.463846596508362e-05,0.1060729633600251,0.0766482470019105,0.0554611376042782,0.3025232581029026,0.623631934729324,0.2189669512079307,1.1079365998444632,2.3459128088376606
DNK,Denmark,NER,Niger,0.0,0.0,0.0,0.0121143557344716,0.0121434301882343,0.0004712688262234,0.0345505042050243,0.0536879581010556,0.0016083420904465,0.1265349593015611,0.2017164843283988
DNK,Denmark,NFK,Norfolk Island,0.0,0.0,0.003217144841982,,,0.282994797634846,,,0.5854412755836712,,
DNK,Denmark,NGA,Nigeria,0.0,0.0,0.0,0.314308882192737,0.3157936542129113,0.0001438987638897,0.1189110838436014,0.2498962237133772,0.0004891262459235,0.2033274534862656,0.4747569423876062
DNK,Denmark,NIC,Nicaragua,0.0,0.0,0.0,0.0012063624981388,0.0398810564981633,0.1203878714585402,0.0077321271927249,0.3814903486825178,0.4814912898869395,0.026608002919476,1.3822387420955171
DNK,Denmark,NIU,Niue,0.0,0.0,0.0005735017802027,0.35317417774944,0.4768196719461481,0.0504478437258431,0.1336148185465727,0.3770170090704772,0.1043632258548157,0.2284695414839241,0.7158100789221894
DNK,Denmark,NLD,Netherlands,0.0,0.0,0.0001365139728422,0.9115875187899988,0.9205778436611662,0.2960863382562241,0.5845756117469272,2.1059961268840475,0.6376134032431566,1.0624031588145628,3.868233920665566
DNK,Denmark,NOR,Norway,0.0,0.0,0.0034409380034315,0.660260255357766,0.6736038701247592,0.6876571132911562,0.2620292850518857,1.8067931427104849,0.8346657379119437,0.475140149624873,3.03751747269226
DNK,Denmark,NPL,Nepal,0.0,0.0,6.858374108415908e-05,0.2251506232307903,0.2263526144199084,0.1262141619755998,0.1958179840204526,0.7063216161397248,0.4912037480224798,0.5541220403618576,2.3267349625101548
DNK,Denmark,NRU,Nauru,0.0,0.0,0.000269372048277,0.6779390900433405,0.7384339105591511,0.0236951993257748,0.256481685832744,0.5838730252443739,0.0490190909318073,0.4385610353600558,1.1085499757985329
DNK,Denmark,NZL,New Zealand,0.0,0.0,0.0034333414994486,0.028235874918691,0.7557028291057866,0.3083236213724856,0.0106823531884632,0.6226469306758012,0.6479148126497363,0.0182658806971088,1.2071660729643512
DNK,Denmark,OMN,Oman,0.0,0.0,7.561452630420773e-05,,,0.0229605319812527,,,0.0883824166237441,,
DNK,Denmark,PAK,Pakistan,0.0,0.0,0.0001991007427985,0.072980889699534,0.0748162662362004,0.1454441710640077,0.1726200026965713,0.6893182479613293,0.5698958004788595,0.5630678626296227,2.484535418181792
DNK,Denmark,PAN,Panama,0.0,0.0,0.0,0.0036166592596791,0.0367970194402223,0.1026815711944656,0.0231808179147885,0.3499958569101131,0.4106760829845971,0.0797704506636761,1.2681270811637129
DNK,Denmark,PCN,Pitcairn,0.0,0.0,0.0,,,0.0,,,0.0,,
DNK,Denmark,PER,Peru,0.0,0.0,0.0,0.0027645630826967,0.0351494449085731,0.1002308445730013,0.0177193450730618,0.3343622692613049,0.4008743746774375,0.0609762842337666,1.2114731553458595
DNK,Denmark,PHL,Philippines,0.0,0.0,1.6999084647716208e-06,0.4836648919177798,0.4863052132363523,0.0002029672409107,0.1845528553226242,0.3869483923352356,0.0005211372159816,0.3184578766138629,0.7392251734242477
DNK,Denmark,PLW,Palau,0.0,0.0,0.0007763645761315,0.7377185822359678,0.859384292461081,0.0682925845445785,0.279097795688292,0.7166247185201784,0.1412792678269389,0.4772325862033932,1.3605943073661957
DNK,Denmark,PNG,Papua New Guinea,0.0,0.0,0.0001457043839233,0.6168783007662985,0.6507820078670032,0.0128231326123597,0.2333808285403102,0.5145737648049362,0.02652092363633,0.3990606092029953,0.976971705203721
DNK,Denmark,POL,Poland,1.0,0.0,0.0024023473522262,0.3833715651695633,0.3910594481670815,0.1666109217040818,0.2840334747653709,0.9737679994879558,0.6325389237447037,0.600058022492818,2.8418754438164675
DNK,Denmark,PRI,Puerto Rico,0.0,0.0,0.0001775042052555,0.4314672021418753,0.5091174254111162,0.1336109908679143,0.1721722293004198,0.7483221483294197,0.5042933313952798,0.3108429512046473,2.070693334239948
DNK,Denmark,PRK,"Korea, North",0.0,0.0,0.0,,,0.0,,,0.0,,
DNK,Denmark,PRT,Portugal,0.0,0.0,1.944876697735516e-05,0.256102711238417,0.2607237402541199,0.1229166208899047,0.1574431049255871,0.7016816650833443,0.4883109981794272,0.3986615620204061,2.134864577074085
DNK,Denmark,PRY,Paraguay,0.0,0.0,3.966078983875893e-05,0.0250415829758128,0.0314452401881611,0.0154205698224598,0.1605029209502796,0.287322800420234,0.0537289782302983,0.5523269448086242,1.011578922325647
DNK,Denmark,PSE,Palestine,0.0,0.0,0.0,,,0.0006945140021531,,,0.0023428355150189,,
DNK,Denmark,PYF,French Polynesia,0.0,0.0,0.0,0.0296998017273784,0.0766136085359454,0.080131285600264,0.0847047211557662,0.3609242096645887,0.3163675334151152,0.3102156883295599,1.35768660859111
DNK,Denmark,QAT,Qatar,0.0,0.0,0.0004606494702859,0.0035224647602733,0.0167724440329767,0.0366190368018009,0.0100461746525707,0.1137061442023322,0.1317262385429262,0.0367922937753992,0.4056647354025443
DNK,Denmark,REU,Reunion,0.0,0.0,0.0,0.0691180375697648,0.0766136085359454,0.0302617724121426,0.1971267065323095,0.3894143025487601,0.1194769586320926,0.7219408330570563,1.464857633838495
DNK,Denmark,ROU,Romania,1.0,0.0,1.5216341063857144e-05,0.2979512635797026,0.3001068471840256,0.1677389891610932,0.1832118098612239,0.852766709823513,0.6237547061710512,0.3965633449423498,2.472165768760978
DNK,Denmark,RUS,Russia,0.0,0.0,1.2075824499454003e-05,0.0532622356591846,0.0558936331538981,0.1621486403497269,0.0718339353343497,0.5851943980501945,0.5931411015975876,0.199690488203275,1.950355512333896
DNK,Denmark,RWA,Rwanda,0.0,0.0,1.9759442169588035e-06,0.1214534906407959,0.1224467209270345,0.0002054438263053,0.0572783710265108,0.1132915291430566,0.000484455000553,0.1234435292022986,0.2525669134105173
DNK,Denmark,SAU,Saudi Arabia,0.0,0.0,6.330003316587695e-05,0.0042296720127051,0.0043129527050721,0.0082525432782894,0.0016001930324873,0.0265503902247357,0.031616970277967,0.0027361887880027,0.0922028996832429
DNK,Denmark,SDN,Sudan,0.0,0.0,0.0,,,0.0006200584698761,,,0.0019159158108634,,
DNK,Denmark,SEN,Senegal,0.0,0.0,0.0,0.0233026767574109,0.023560376947434,0.0003979635088813,0.0664599297678099,0.1029985024339942,0.0015669197421985,0.2433974467768124,0.3874459833379334
DNK,Denmark,SGP,Singapore,0.0,0.0,0.001207761711913,0.2924062066863776,0.5362303943081014,0.1012022178961405,0.112563355343683,0.429641208955917,0.2110481375451009,0.1960549587198672,0.8258184498737148
DNK,Denmark,SHN,"Saint Helena, Ascension, and Tristan da Cunha",0.0,0.0,0.004040580724156,,,0.355427989886622,,,0.7352863639771109,,
DNK,Denmark,SLB,Solomon Islands,0.0,0.0,0.0001063397467729,0.3714295440854191,0.3958013711136676,0.0093541312550924,0.1405212902371886,0.3129565701729735,0.0193512198094347,0.2402789982312438,0.5941839805770075
DNK,Denmark,SLE,Sierra Leone,0.0,0.0,0.0002895581092678,0.539405392121779,0.6035391288791694,0.0254708827902833,0.2040708469986908,0.477212964499035,0.05269248287703,0.3489431288474616,0.9060435817720892
DNK,Denmark,SLV,El Salvador,0.0,0.0,0.0,0.0001199335348947,0.0398810564981633,0.1232626385005616,0.0007687086990105,0.3799912327958458,0.4929871758603805,0.0026453009369457,1.3768054969513095
DNK,Denmark,SMR,San Marino,0.0,0.0,0.0,,,0.1648225300053181,,,0.6341194182763188,,
DNK,Denmark,SOM,Somalia,0.0,0.0,0.0022020681399713,,,0.000599527241961,,,0.0007919844065581,,
DNK,Denmark,SPM,Saint Pierre and Miquelon,0.0,0.0,0.0,,,0.1161273395137309,,,0.458484095054849,,
DNK,Denmark,SRB,Serbia,0.0,0.0,0.0023470877794091,0.0026456589639489,0.0053663245985671,0.1579554785969348,0.0737423201565809,0.5636562323191238,0.5999504988202471,0.2502962109210368,2.0337144788772554
DNK,Denmark,SSD,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000434065290686,0.0,0.0,0.0014649703560654
DNK,Denmark,STP,Sao Tome and Principe,0.0,0.0,0.0002089587920671,0.0109563524608133,0.0606148306467356,0.0705733639803808,0.2293875553690332,0.5370290850221142,0.2463631137346963,0.7384487025654898,1.7999488026828416
DNK,Denmark,SUR,Suriname,0.0,0.0,6.47051968765978e-06,0.2282888980711134,0.2309280204394772,0.1854959898258197,0.0863675251864226,0.8383192215136643,0.4349943085299045,0.1476808417890067,1.568509759012661
DNK,Denmark,SVK,Slovakia,0.0,0.0,6.026585061664024e-06,0.3203032107911688,0.3232069618828549,0.1518265940803455,0.4400963553883245,1.1556822559625932,0.573863812766562,1.181506206388513,3.56855145535392
DNK,Denmark,SVN,Slovenia,1.0,0.0,0.0001259286927037,0.6910566321190149,0.6968272976719987,0.1685234100474804,0.60504528088672,1.5216794521290933,0.6327639422850173,1.392589731474672,4.249131779490162
DNK,Denmark,SWE,Sweden,0.0,0.0,0.005395600838783,0.8230742907609198,0.9552872650760068,0.6710466167943099,0.429688603442398,1.947334558558768,0.8112270834882969,0.7931953112379527,3.433346095432725
DNK,Denmark,SWZ,Swaziland,0.0,0.0,5.860834093089572e-05,0.0338980894604215,0.0465235306229129,0.0092159691398925,0.0128245136753543,0.0515684556892797,0.0193690404777048,0.0219287859762443,0.094533524207893
DNK,Denmark,SXM,Sint Maarten,0.0,0.0,0.0005055781686881,,,0.0852511785350978,,,0.2227684104804972,,
DNK,Denmark,SYC,Seychelles,0.0,0.0,0.0002171185380926,0.3446190851431732,0.3927817858865435,0.0199552177180197,0.2397589977243007,0.4709206613797206,0.0428917044080952,0.6561835276452535,1.2588147884788676
DNK,Denmark,SYR,Syria,0.0,0.0,0.0002828599034133,,,0.0147601290565829,,,0.0566527765495265,,
DNK,Denmark,TCA,Turks and Caicos Islands,0.0,0.0,0.0002078012943851,,,0.0225106237624041,,,0.0547385384799363,,
DNK,Denmark,TCD,Chad,0.0,0.0,0.0,0.0152094133063988,0.0152353384427165,0.0002607218787992,0.0433777007970292,0.0668638854181109,0.0008707260168686,0.158862966872397,0.2513874702273876
DNK,Denmark,TGO,Togo,0.0,0.0,0.0,0.047164867875517,0.0472118760494793,7.125280067026758e-05,0.1345156111955254,0.2063806264867659,0.000281314253579,0.492639044774787,0.7763408642332948
DNK,Denmark,THA,Thailand,0.0,0.0,0.0004726969995732,0.0052808179238986,0.0065315802857946,0.0007457386412546,0.0019978683978979,0.0051019292538189,0.001023773754191,0.0034161785479944,0.0095656119163357
DNK,Denmark,TJK,Tajikistan,0.0,0.0,1.3845282476260856e-05,,,0.1355178589481,,,0.5210630860426573,,
